Santa Maria,PH0203134,Isabela
City of Santiago,PH0203135,Isabela
Santo Tomas,PH0203136,Isabela
Tumauini,PH0203137,Isabela
Ambaguio,PH0205001,Nueva Vizcaya
Aritao,PH0205002,Nueva Vizcaya
Bagabag,PH0205003,Nueva Vizcaya
Bambang,PH0205004,Nueva Vizcaya
Bayombong (Capital),PH0205005,Nueva Vizcaya
Diadi,PH0205006,Nueva Vizcaya
Dupax del Norte,PH0205007,Nueva Vizcaya
Dupax del Sur,PH0205008,Nueva Vizcaya
Kasibu,PH0205009,Nueva Vizcaya
Kayapa,PH0205010,Nueva Vizcaya
Quezon,PH0205011,Nueva Vizcaya
Santa Fe,PH0205012,Nueva Vizcaya
Solano,PH0205013,Nueva Vizcaya
Villaverde,PH0205014,Nueva Vizcaya
Alfonso Castaneda,PH0205015,Nueva Vizcaya
Aglipay,PH0205701,Quirino
Cabarroguis (Capital),PH0205702,Quirino
Diffun,PH0205703,Quirino
Maddela,PH0205704,Quirino
Saguday,PH0205705,Quirino
Nagtipunan,PH0205706,Quirino
Abucay,PH0300801,Bataan
Bagac,PH0300802,Bataan
City of Balanga (Capital),PH0300803,Bataan
Dinalupihan,PH0300804,Bataan
Hermosa,PH0300805,Bataan
Limay,PH0300806,Bataan
Mariveles,PH0300807,Bataan
Morong,PH0300808,Bataan
Orani,PH0300809,Bataan
Orion,PH0300810,Bataan
Pilar,PH0300811,Bataan
Samal,PH0300812,Bataan
Angat,PH0301401,Bulacan
Balagtas (Bigaa),PH0301402,Bulacan
City of Baliwag,PH0301403,Bulacan
Bocaue,PH0301404,Bulacan
Bulacan,PH0301405,Bulacan
Bustos,PH0301406,Bulacan
Calumpit,PH0301407,Bulacan
Guiguinto,PH0301408,Bulacan
Hagonoy,PH0301409,Bulacan
City of Malolos (Capital),PH0301410,Bulacan
Marilao,PH0301411,Bulacan
City of Meycauayan,PH0301412,Bulacan
Norzagaray,PH0301413,Bulacan
Obando,PH0301414,Bulacan
Pandi,PH0301415,Bulacan
Paombong,PH0301416,Bulacan
Plaridel,PH0301417,Bulacan
Pulilan,PH0301418,Bulacan
San Ildefonso,PH0301419,Bulacan
City of San Jose del Monte,PH0301420,Bulacan
San Miguel,PH0301421,Bulacan
San Rafael,PH0301422,Bulacan
Santa Maria,PH0301423,Bulacan
Doña Remedios Trinidad,PH0301424,Bulacan
Aliaga,PH0304901,Nueva Ecija
Bongabon,PH0304902,Nueva Ecija
Cabanatuan City,PH0304903,Nueva Ecija
Cabiao,PH0304904,Nueva Ecija
Carranglan,PH0304905,Nueva Ecija
Cuyapo,PH0304906,Nueva Ecija
Gabaldon (Bitulok & Sabani),PH0304907,Nueva Ecija
City of Gapan,PH0304908,Nueva Ecija
General Mamerto Natividad,PH0304909,Nueva Ecija
General Tinio (Papaya),PH0304910,Nueva Ecija
Guimba,PH0304911,Nueva Ecija
Jaen,PH0304912,Nueva Ecija
Laur,PH0304913,Nueva Ecija
Licab,PH0304914,Nueva Ecija
Llanera,PH0304915,Nueva Ecija
Lupao,PH0304916,Nueva Ecija
Science City of Muñoz,PH0304917,Nueva Ecija
Nampicuan,PH0304918,Nueva Ecija
Palayan City (Capital),PH0304919,Nueva Ecija
Pantabangan,PH0304920,Nueva Ecija
Peñaranda,PH0304921,Nueva Ecija
Quezon,PH0304922,Nueva Ecija
Rizal,PH0304923,Nueva Ecija
San Antonio,PH0304924,Nueva Ecija
San Isidro,PH0304925,Nueva Ecija
San Jose City,PH0304926,Nueva Ecija
San Leonardo,PH0304927,Nueva Ecija
Santa Rosa,PH0304928,Nueva Ecija
Santo Domingo,PH0304929,Nueva Ecija
Talavera,PH0304930,Nueva Ecija
Talugtug,PH0304931,Nueva Ecija
Zaragoza,PH0304932,Nueva Ecija
Angeles City,PH0305401,Pampanga
Apalit,PH0305402,Pampanga
Arayat,PH0305403,Pampanga
Bacolor,PH0305404,Pampanga
Candaba,PH0305405,Pampanga
Floridablanca,PH0305406,Pampanga
Guagua,PH0305407,Pampanga
Lubao,PH0305408,Pampanga
Mabalacat City,PH0305409,Pampanga
Macabebe,PH0305410,Pampanga
Magalang,PH0305411,Pampanga
Masantol,PH0305412,Pampanga
Mexico,PH0305413,Pampanga
Minalin,PH0305414,Pampanga
Porac,PH0305415,Pampanga
City of San Fernando (Capital),PH0305416,Pampanga
San Luis,PH0305417,Pampanga
San Simon,PH0305418,Pampanga
Santa Ana,PH0305419,Pampanga
Santa Rita,PH0305420,Pampanga
Sto. Tomas,PH0305421,Pampanga
Sasmuan (Sexmoan),PH0305422,Pampanga
Anao,PH0306901,Tarlac
Bamban,PH0306902,Tarlac
Camiling,PH0306903,Tarlac
Capas,PH0306904,Tarlac
Concepcion,PH0306905,Tarlac
Gerona,PH0306906,Tarlac
La Paz,PH0306907,Tarlac
Mayantoc,PH0306908,Tarlac
Moncada,PH0306909,Tarlac
Paniqui,PH0306910,Tarlac
Pura,PH0306911,Tarlac
Ramos,PH0306912,Tarlac
San Clemente,PH0306913,Tarlac
San Manuel,PH0306914,Tarlac
Santa Ignacia,PH0306915,Tarlac
City of Tarlac (Capital),PH0306916,Tarlac
Victoria,PH0306917,Tarlac
San Jose,PH0306918,Tarlac
Botolan,PH0307101,Zambales
Cabangan,PH0307102,Zambales
Candelaria,PH0307103,Zambales
Castillejos,PH0307104,Zambales
Iba (Capital),PH0307105,Zambales
Masinloc,PH0307106,Zambales
Olongapo City,PH0307107,Zambales
Palauig,PH0307108,Zambales
San Antonio,PH0307109,Zambales
San Felipe,PH0307110,Zambales
San Marcelino,PH0307111,Zambales
San Narciso,PH0307112,Zambales
Santa Cruz,PH0307113,Zambales
Subic,PH0307114,Zambales
Baler (Capital),PH0307701,Aurora
Casiguran,PH0307702,Aurora
Dilasag,PH0307703,Aurora
Dinalungan,PH0307704,Aurora
Dingalan,PH0307705,Aurora
Dipaculao,PH0307706,Aurora
Maria Aurora,PH0307707,Aurora
San Luis,PH0307708,Aurora
Agoncillo,PH0401001,Batangas
Alitagtag,PH0401002,Batangas
Balayan,PH0401003,Batangas
Balete,PH0401004,Batangas
Batangas City (Capital),PH0401005,Batangas
Bauan,PH0401006,Batangas
City of Calaca,PH0401007,Batangas
Calatagan,PH0401008,Batangas
Cuenca,PH0401009,Batangas
Ibaan,PH0401010,Batangas
Laurel,PH0401011,Batangas
Lemery,PH0401012,Batangas
Lian,PH0401013,Batangas
Lipa City,PH0401014,Batangas
Lobo,PH0401015,Batangas
Mabini,PH0401016,Batangas
Malvar,PH0401017,Batangas
Mataasnakahoy,PH0401018,Batangas
Nasugbu,PH0401019,Batangas
Padre Garcia,PH0401020,Batangas
Rosario,PH0401021,Batangas
San Jose,PH0401022,Batangas
San Juan,PH0401023,Batangas
San Luis,PH0401024,Batangas
San Nicolas,PH0401025,Batangas
San Pascual,PH0401026,Batangas
Santa Teresita,PH0401027,Batangas
City of Sto. Tomas,PH0401028,Batangas
Taal,PH0401029,Batangas
Talisay,PH0401030,Batangas
City of Tanauan,PH0401031,Batangas
Taysan,PH0401032,Batangas
Tingloy,PH0401033,Batangas
Tuy,PH0401034,Batangas
Alfonso,PH0402101,Cavite
Amadeo,PH0402102,Cavite
Bacoor City,PH0402103,Cavite
Carmona,PH0402104,Cavite
Cavite City,PH0402105,Cavite
City of Dasmariñas,PH0402106,Cavite
General Emilio Aguinaldo,PH0402107,Cavite
City of General Trias,PH0402108,Cavite
Imus City,PH0402109,Cavite
Indang,PH0402110,Cavite
Kawit,PH0402111,Cavite
Magallanes,PH0402112,Cavite
Maragondon,PH0402113,Cavite
Mendez (Mendez-Nuñez),PH0402114,Cavite
Naic,PH0402115,Cavite
Noveleta,PH0402116,Cavite
Rosario,PH0402117,Cavite
Silang,PH0402118,Cavite
Tagaytay City,PH0402119,Cavite
Tanza,PH0402120,Cavite
Ternate,PH0402121,Cavite
Trece Martires City (Capital),PH0402122,Cavite
Gen. Mariano Alvarez,PH0402123,Cavite
Alaminos,PH0403401,Laguna
Bay,PH0403402,Laguna
City of Biñan,PH0403403,Laguna
Cabuyao City,PH0403404,Laguna
City of Calamba,PH0403405,Laguna
Calauan,PH0403406,Laguna
Cavinti,PH0403407,Laguna
Famy,PH0403408,Laguna
Kalayaan,PH0403409,Laguna
Liliw,PH0403410,Laguna
Los Baños,PH0403411,Laguna
Luisiana,PH0403412,Laguna
Lumban,PH0403413,Laguna
Mabitac,PH0403414,Laguna
Magdalena,PH0403415,Laguna
Majayjay,PH0403416,Laguna
Nagcarlan,PH0403417,Laguna
Paete,PH0403418,Laguna
Pagsanjan,PH0403419,Laguna
Pakil,PH0403420,Laguna
Pangil,PH0403421,Laguna
Pila,PH0403422,Laguna
Rizal,PH0403423,Laguna
San Pablo City,PH0403424,Laguna
City of San Pedro,PH0403425,Laguna
Santa Cruz (Capital),PH0403426,Laguna
Santa Maria,PH0403427,Laguna
City of Santa Rosa,PH0403428,Laguna
Siniloan,PH0403429,Laguna
Victoria,PH0403430,Laguna
Agdangan,PH0405601,Quezon
Alabat,PH0405602,Quezon
Atimonan,PH0405603,Quezon
Buenavista,PH0405605,Quezon
Burdeos,PH0405606,Quezon
Calauag,PH0405607,Quezon
Candelaria,PH0405608,Quezon
Catanauan,PH0405610,Quezon
Dolores,PH0405615,Quezon
General Luna,PH0405616,Quezon
General Nakar,PH0405617,Quezon
Guinayangan,PH0405618,Quezon
Gumaca,PH0405619,Quezon
Infanta,PH0405620,Quezon
Jomalig,PH0405621,Quezon
Lopez,PH0405622,Quezon
Lucban,PH0405623,Quezon
Lucena City (Capital),PH0405624,Quezon
Macalelon,PH0405625,Quezon
Mauban,PH0405627,Quezon
Mulanay,PH0405628,Quezon
Padre Burgos,PH0405629,Quezon
Pagbilao,PH0405630,Quezon
Panukulan,PH0405631,Quezon
Patnanungan,PH0405632,Quezon
Perez,PH0405633,Quezon
Pitogo,PH0405634,Quezon
Plaridel,PH0405635,Quezon
Polillo,PH0405636,Quezon
Quezon,PH0405637,Quezon
Real,PH0405638,Quezon
Sampaloc,PH0405639,Quezon
San Andres,PH0405640,Quezon
San Antonio,PH0405641,Quezon
San Francisco (Aurora),PH0405642,Quezon
San Narciso,PH0405644,Quezon
Sariaya,PH0405645,Quezon
Tagkawayan,PH0405646,Quezon
City of Tayabas,PH0405647,Quezon
Tiaong,PH0405648,Quezon
Unisan,PH0405649,Quezon
Angono,PH0405801,Rizal
City of Antipolo,PH0405802,Rizal
Baras,PH0405803,Rizal
Binangonan,PH0405804,Rizal
Cainta,PH0405805,Rizal
Cardona,PH0405806,Rizal
Jala-jala,PH0405807,Rizal
Rodriguez (Montalban),PH0405808,Rizal
Morong,PH0405809,Rizal
Pililla,PH0405810,Rizal
San Mateo,PH0405811,Rizal
Tanay,PH0405812,Rizal
Taytay,PH0405813,Rizal
Teresa,PH0405814,Rizal
Bacacay,PH0500501,Albay
Camalig,PH0500502,Albay
Daraga (Locsin),PH0500503,Albay
Guinobatan,PH0500504,Albay
Jovellar,PH0500505,Albay
Legazpi City (Capital),PH0500506,Albay
Libon,PH0500507,Albay
City of Ligao,PH0500508,Albay
Malilipot,PH0500509,Albay
Malinao,PH0500510,Albay
Manito,PH0500511,Albay
Oas,PH0500512,Albay
Pio Duran,PH0500513,Albay
Polangui,PH0500514,Albay
Rapu-Rapu,PH0500515,Albay
Santo Domingo (Libog),PH0500516,Albay
City of Tabaco,PH0500517,Albay
Tiwi,PH0500518,Albay
Basud,PH0501601,Camarines Norte
Capalonga,PH0501602,Camarines Norte
Daet (Capital),PH0501603,Camarines Norte
San Lorenzo Ruiz (Imelda),PH0501604,Camarines Norte
Jose Panganiban,PH0501605,Camarines Norte
Labo,PH0501606,Camarines Norte
Mercedes,PH0501607,Camarines Norte
Paracale,PH0501608,Camarines Norte
San Vicente,PH0501609,Camarines Norte
Santa Elena,PH0501610,Camarines Norte
Talisay,PH0501611,Camarines Norte
Vinzons,PH0501612,Camarines Norte
Baao,PH0501701,Camarines Sur
Balatan,PH0501702,Camarines Sur
Bato,PH0501703,Camarines Sur
Bombon,PH0501704,Camarines Sur
Buhi,PH0501705,Camarines Sur
Bula,PH0501706,Camarines Sur
Cabusao,PH0501707,Camarines Sur
Calabanga,PH0501708,Camarines Sur
Camaligan,PH0501709,Camarines Sur
Canaman,PH0501710,Camarines Sur
Caramoan,PH0501711,Camarines Sur
Del Gallego,PH0501712,Camarines Sur
Gainza,PH0501713,Camarines Sur
Garchitorena,PH0501714,Camarines Sur
Goa,PH0501715,Camarines Sur
Iriga City,PH0501716,Camarines Sur
Lagonoy,PH0501717,Camarines Sur
Libmanan,PH0501718,Camarines Sur
Lupi,PH0501719,Camarines Sur
Magarao,PH0501720,Camarines Sur
Milaor,PH0501721,Camarines Sur
Minalabac,PH0501722,Camarines Sur
Nabua,PH0501723,Camarines Sur
Naga City,PH0501724,Camarines Sur
Ocampo,PH0501725,Camarines Sur
Pamplona,PH0501726,Camarines Sur
Pasacao,PH0501727,Camarines Sur
Pili (Capital),PH0501728,Camarines Sur
Presentacion (Parubcan),PH0501729,Camarines Sur
Ragay,PH0501730,Camarines Sur
Sagñay,PH0501731,Camarines Sur
San Fernando,PH0501732,Camarines Sur
San Jose,PH0501733,Camarines Sur
Sipocot,PH0501734,Camarines Sur
Siruma,PH0501735,Camarines Sur
Tigaon,PH0501736,Camarines Sur
Tinambac,PH0501737,Camarines Sur
Bagamanoc,PH0502001,Catanduanes
Baras,PH0502002,Catanduanes
Bato,PH0502003,Catanduanes
Caramoran,PH0502004,Catanduanes
Gigmoto,PH0502005,Catanduanes
Pandan,PH0502006,Catanduanes
Panganiban (Payo),PH0502007,Catanduanes
San Andres (Calolbon),PH0502008,Catanduanes
San Miguel,PH0502009,Catanduanes
Viga,PH0502010,Catanduanes
Virac (Capital),PH0502011,Catanduanes
Aroroy,PH0504101,Masbate
Baleno,PH0504102,Masbate
Balud,PH0504103,Masbate
Batuan,PH0504104,Masbate
Cataingan,PH0504105,Masbate
Cawayan,PH0504106,Masbate
Claveria,PH0504107,Masbate
Dimasalang,PH0504108,Masbate
Esperanza,PH0504109,Masbate
Mandaon,PH0504110,Masbate
City of Masbate (Capital),PH0504111,Masbate
Milagros,PH0504112,Masbate
Mobo,PH0504113,Masbate
Monreal,PH0504114,Masbate
Palanas,PH0504115,Masbate
Pio V. Corpus (Limbuhan),PH0504116,Masbate
Placer,PH0504117,Masbate
San Fernando,PH0504118,Masbate
San Jacinto,PH0504119,Masbate
San Pascual,PH0504120,Masbate
Uson,PH0504121,Masbate
Barcelona,PH0506202,Sorsogon
Bulan,PH0506203,Sorsogon
Bulusan,PH0506204,Sorsogon
Casiguran,PH0506205,Sorsogon
Castilla,PH0506206,Sorsogon
Donsol,PH0506207,Sorsogon
Gubat,PH0506208,Sorsogon
Irosin,PH0506209,Sorsogon
Juban,PH0506210,Sorsogon
Magallanes,PH0506211,Sorsogon
Matnog,PH0506212,Sorsogon
Pilar,PH0506213,Sorsogon
Prieto Diaz,PH0506214,Sorsogon
Santa Magdalena,PH0506215,Sorsogon
City of Sorsogon (Capital),PH0506216,Sorsogon
Altavas,PH0600401,Aklan
Balete,PH0600402,Aklan
Banga,PH0600403,Aklan
Batan,PH0600404,Aklan
Buruanga,PH0600405,Aklan
Ibajay,PH0600406,Aklan
Kalibo (Capital),PH0600407,Aklan
Lezo,PH0600408,Aklan
Libacao,PH0600409,Aklan
Madalag,PH0600410,Aklan
Makato,PH0600411,Aklan
Malay,PH0600412,Aklan
Malinao,PH0600413,Aklan
Nabas,PH0600414,Aklan
New Washington,PH0600415,Aklan
Numancia,PH0600416,Aklan
Tangalan,PH0600417,Aklan
Anini-y,PH0600601,Antique
Barbaza,PH0600602,Antique
Belison,PH0600603,Antique
Bugasong,PH0600604,Antique
Caluya,PH0600605,Antique
Culasi,PH0600606,Antique
Tobias Fornier (Dao),PH0600607,Antique
Hamtic,PH0600608,Antique
Laua-an,PH0600609,Antique
Libertad,PH0600610,Antique
Pandan,PH0600611,Antique
Patnongon,PH0600612,Antique
San Jose (Capital),PH0600613,Antique
San Remigio,PH0600614,Antique
Sebaste,PH0600615,Antique
Sibalom,PH0600616,Antique
Tibiao,PH0600617,Antique
Valderrama,PH0600618,Antique
Cuartero,PH0601901,Capiz
Dao,PH0601902,Capiz
Dumalag,PH0601903,Capiz
Dumarao,PH0601904,Capiz
Ivisan,PH0601905,Capiz
Jamindan,PH0601906,Capiz
Ma-ayon,PH0601907,Capiz
Mambusao,PH0601908,Capiz
Panay,PH0601909,Capiz
Panitan,PH0601910,Capiz
Pilar,PH0601911,Capiz
Pontevedra,PH0601912,Capiz
President Roxas,PH0601913,Capiz
Roxas City (Capital),PH0601914,Capiz
Sapi-an,PH0601915,Capiz
Sigma,PH0601916,Capiz
Tapaz,PH0601917,Capiz
Ajuy,PH0603001,Iloilo
Alimodian,PH0603002,Iloilo
Anilao,PH0603003,Iloilo
Badiangan,PH0603004,Iloilo
Balasan,PH0603005,Iloilo
Banate,PH0603006,Iloilo
Barotac Nuevo,PH0603007,Iloilo
Barotac Viejo,PH0603008,Iloilo
Batad,PH0603009,Iloilo
Bingawan,PH0603010,Iloilo
Cabatuan,PH0603012,Iloilo
Calinog,PH0603013,Iloilo
Carles,PH0603014,Iloilo
Concepcion,PH0603015,Iloilo
Dingle,PH0603016,Iloilo
Dueñas,PH0603017,Iloilo
Dumangas,PH0603018,Iloilo
Estancia,PH0603019,Iloilo
Guimbal,PH0603020,Iloilo
Igbaras,PH0603021,Iloilo
Iloilo City (Capital),PH0603022,Iloilo
Janiuay,PH0603023,Iloilo
Lambunao,PH0603025,Iloilo
Leganes,PH0603026,Iloilo
Lemery,PH0603027,Iloilo
Leon,PH0603028,Iloilo
Maasin,PH0603029,Iloilo
Miagao,PH0603030,Iloilo
Mina,PH0603031,Iloilo
New Lucena,PH0603032,Iloilo
Oton,PH0603034,Iloilo
City of Passi,PH0603035,Iloilo
Pavia,PH0603036,Iloilo
Pototan,PH0603037,Iloilo
San Dionisio,PH0603038,Iloilo
San Enrique,PH0603039,Iloilo
San Joaquin,PH0603040,Iloilo
San Miguel,PH0603041,Iloilo
San Rafael,PH0603042,Iloilo
Santa Barbara,PH0603043,Iloilo
Sara,PH0603044,Iloilo
Tigbauan,PH0603045,Iloilo
Tubungan,PH0603046,Iloilo
Zarraga,PH0603047,Iloilo
Bacolod City (Capital),PH0604501,Negros Occidental
Bago City,PH0604502,Negros Occidental
Binalbagan,PH0604503,Negros Occidental
Cadiz City,PH0604504,Negros Occidental
Calatrava,PH0604505,Negros Occidental
Candoni,PH0604506,Negros Occidental
Cauayan,PH0604507,Negros Occidental
Enrique B. Magalona (Saravia),PH0604508,Negros Occidental
City of Escalante,PH0604509,Negros Occidental
City of Himamaylan,PH0604510,Negros Occidental
Hinigaran,PH0604511,Negros Occidental
Hinoba-an (Asia),PH0604512,Negros Occidental
Ilog,PH0604513,Negros Occidental
Isabela,PH0604514,Negros Occidental
City of Kabankalan,PH0604515,Negros Occidental
La Carlota City,PH0604516,Negros Occidental
La Castellana,PH0604517,Negros Occidental
Manapla,PH0604518,Negros Occidental
Moises Padilla (Magallon),PH0604519,Negros Occidental
Murcia,PH0604520,Negros Occidental
Pontevedra,PH0604521,Negros Occidental
Pulupandan,PH0604522,Negros Occidental
Sagay City,PH0604523,Negros Occidental
San Carlos City,PH0604524,Negros Occidental
San Enrique,PH0604525,Negros Occidental
Silay City,PH0604526,Negros Occidental
City of Sipalay,PH0604527,Negros Occidental
City of Talisay,PH0604528,Negros Occidental
Toboso,PH0604529,Negros Occidental
Valladolid,PH0604530,Negros Occidental
City of Victorias,PH0604531,Negros Occidental
Salvador Benedicto,PH0604532,Negros Occidental
Buenavista,PH0607901,Guimaras
Jordan (Capital),PH0607902,Guimaras
Nueva Valencia,PH0607903,Guimaras
San Lorenzo,PH0607904,Guimaras
Sibunag,PH0607905,Guimaras
Alburquerque,PH0701201,Bohol
Alicia,PH0701202,Bohol
Anda,PH0701203,Bohol
Antequera,PH0701204,Bohol
Baclayon,PH0701205,Bohol
Balilihan,PH0701206,Bohol
Batuan,PH0701207,Bohol
Bilar,PH0701208,Bohol
Buenavista,PH0701209,Bohol
Calape,PH0701210,Bohol
Candijay,PH0701211,Bohol
Carmen,PH0701212,Bohol
Catigbian,PH0701213,Bohol
Clarin,PH0701214,Bohol
Corella,PH0701215,Bohol
Cortes,PH0701216,Bohol
Dagohoy,PH0701217,Bohol
Danao,PH0701218,Bohol
Dauis,PH0701219,Bohol
